group	fill
1	#080808
2	#050505
3	#050505
4	#050505
5	#060606
6	#060606
7	#060606
8	#050505
9	#060606
10	#070707
11	#060606
12	#070707
13	#070707
14	#070707
15	#070707
16	#080808
17	#070707
18	#070707
19	#080808
20	#080808
21	#080808
22	#090909
23	#0A0A0A
24	#090909
25	#090909
26	#0A0A0A
27	#0A0A0A
28	#0B0B0B
29	#0C0C0C
30	#0D0D0D
31	#0C0C0C
32	#0C0C0C
33	#0D0D0D
34	#0D0D0D
35	#0D0D0D
36	#0E0E0E
37	#0F0F0F
38	#0F0F0F
39	#0F0F0F
40	#101010
41	#111111
42	#111111
43	#101010
44	#0F0F0F
45	#0F0F0F
46	#0E0E0E
47	#111111
48	#2A2A2A
49	#494949
50	#6B6B6B
51	#808080
52	#878787
53	#8F8F8F
54	#9A9A9A
55	#A3A3A3
56	#ABABAB
57	#B2B2B2
58	#B8B8B8
59	#BDBDBD
60	#C2C2C2
61	#C7C7C7
62	#CDCDCD
63	#D2D2D2
64	#D6D6D6
65	#D9D9D9
66	#DCDCDC
67	#DADADA
68	#D4D4D4
69	#D7D7D7
70	#DBDBDB
71	#DADADA
72	#D8D8D8
73	#D9D9D9
74	#DBDBDB
75	#DBDBDB
76	#DCDCDC
77	#DCDCDC
78	#E0E0E0
79	#E4E4E4
80	#E3E3E3
81	#E1E1E1
82	#E2E2E2
83	#DCDCDC
84	#D8D8D8
85	#D4D4D4
86	#CECECE
87	#CBCBCB
88	#C7C7C7
89	#C5C5C5
90	#C2C2C2
91	#BEBEBE
92	#BABABA
93	#B6B6B6
94	#B5B5B5
95	#B0B0B0
96	#A3A3A3
97	#888888
98	#6B6B6B
99	#515151
100	#4D4D4D
101	#515151
102	#535353
103	#565656
104	#575757
105	#5A5A5A
106	#5B5B5B
107	#5C5C5C
108	#5E5E5E
109	#5F5F5F
110	#616161
111	#636363
112	#656565
113	#676767
114	#666666
115	#666666
116	#676767
117	#666666
118	#686868
119	#696969
120	#6B6B6B
121	#6D6D6D
122	#6E6E6E
123	#6F6F6F
124	#717171
125	#717171
