group	fill
1	#0D0D0D
2	#0C0C0C
3	#0B0B0B
4	#0A0A0A
5	#0B0B0B
6	#0A0A0A
7	#0A0A0A
8	#0A0A0A
9	#0A0A0A
10	#080808
11	#070707
12	#070707
13	#060606
14	#060606
15	#050505
16	#050505
17	#040404
18	#040404
19	#030303
20	#070707
21	#0C0C0C
22	#121212
23	#151515
24	#181818
25	#1A1A1A
26	#1B1B1B
27	#1D1D1D
28	#1D1D1D
29	#202020
30	#232323
31	#272727
32	#2B2B2B
33	#2F2F2F
34	#343434
35	#383838
36	#3B3B3B
37	#3E3E3E
38	#404040
39	#434343
40	#474747
41	#4A4A4A
42	#4C4C4C
43	#4E4E4E
44	#505050
45	#515151
46	#4F4F4F
47	#505050
48	#535353
49	#575757
50	#5A5A5A
51	#5E5E5E
52	#6B6B6B
53	#777777
54	#7D7D7D
55	#838383
56	#868686
57	#878787
58	#8C8C8C
59	#939393
60	#979797
61	#9A9A9A
62	#9D9D9D
63	#9F9F9F
64	#A1A1A1
65	#A2A2A2
66	#A3A3A3
67	#ACACAC
68	#B1B1B1
69	#B6B6B6
70	#B7B7B7
71	#BCBCBC
72	#C1C1C1
73	#BFBFBF
74	#B7B7B7
75	#B7B7B7
76	#BDBDBD
77	#BFBFBF
78	#C0C0C0
79	#C2C2C2
80	#C2C2C2
81	#C2C2C2
82	#C2C2C2
83	#BFBFBF
84	#BDBDBD
85	#B9B9B9
86	#B4B4B4
87	#B2B2B2
88	#ABABAB
89	#ACACAC
90	#ABABAB
91	#A8A8A8
92	#A6A6A6
93	#A5A5A5
94	#A2A2A2
95	#9E9E9E
96	#979797
97	#919191
98	#8E8E8E
99	#898989
100	#838383
101	#7C7C7C
102	#767676
103	#737373
104	#6D6D6D
105	#686868
106	#696969
107	#686868
108	#676767
109	#646464
110	#626262
111	#5E5E5E
112	#585858
113	#515151
114	#4A4A4A
115	#444444
116	#404040
117	#3B3B3B
118	#353535
119	#292929
120	#161616
121	#101010
122	#111111
123	#131313
124	#161616
125	#181818
126	#181818
127	#1A1A1A
128	#1B1B1B
129	#1D1D1D
130	#1D1D1D
131	#1E1E1E
132	#1F1F1F
133	#1F1F1F
134	#1F1F1F
135	#212121
136	#212121
137	#222222
138	#232323
139	#252525
140	#262626
141	#0C0C0C
142	#0C0C0C
143	#0B0B0B
144	#0A0A0A
145	#0B0B0B
146	#0A0A0A
147	#0B0B0B
148	#0A0A0A
149	#090909
150	#080808
151	#080808
152	#070707
153	#070707
154	#060606
155	#050505
156	#050505
157	#050505
158	#090909
159	#0F0F0F
160	#161616
161	#1A1A1A
162	#1D1D1D
163	#1F1F1F
164	#212121
165	#232323
166	#242424
167	#262626
168	#282828
169	#2C2C2C
170	#313131
171	#363636
172	#393939
173	#3D3D3D
174	#404040
175	#444444
176	#464646
177	#494949
178	#4B4B4B
179	#4F4F4F
180	#515151
181	#545454
182	#565656
183	#575757
184	#595959
185	#575757
186	#545454
187	#565656
188	#595959
189	#5C5C5C
190	#5F5F5F
191	#636363
192	#6F6F6F
193	#7A7A7A
194	#808080
195	#868686
196	#888888
197	#8B8B8B
198	#909090
199	#979797
200	#9B9B9B
201	#9F9F9F
202	#A2A2A2
203	#A4A4A4
204	#A4A4A4
205	#A5A5A5
206	#A9A9A9
207	#B2B2B2
208	#B8B8B8
209	#BDBDBD
210	#C1C1C1
211	#C7C7C7
212	#C5C5C5
213	#C0C0C0
214	#B3B3B3
215	#ACACAC
216	#BDBDBD
217	#C6C6C6
218	#BCBCBC
219	#C2C2C2
220	#C5C5C5
221	#C5C5C5
222	#C5C5C5
223	#C4C4C4
224	#C0C0C0
225	#BABABA
226	#B4B4B4
227	#B3B3B3
228	#AAAAAA
229	#A8A8A8
230	#A7A7A7
231	#A4A4A4
232	#A0A0A0
233	#9F9F9F
234	#9C9C9C
235	#969696
236	#8D8D8D
237	#858585
238	#7E7E7E
239	#787878
240	#717171
241	#696969
242	#636363
243	#606060
244	#5B5B5B
245	#545454
246	#525252
247	#545454
248	#535353
249	#515151
250	#4F4F4F
251	#4A4A4A
252	#464646
253	#424242
254	#3C3C3C
255	#373737
256	#303030
257	#2C2C2C
258	#272727
259	#232323
260	#1C1C1C
261	#0F0F0F
262	#080808
263	#080808
264	#0A0A0A
265	#0C0C0C
266	#0C0C0C
267	#0D0D0D
268	#0E0E0E
269	#0E0E0E
270	#0F0F0F
271	#0F0F0F
272	#111111
273	#101010
274	#111111
275	#111111
276	#111111
277	#111111
278	#121212
279	#141414
280	#131313
281	#0D0D0D
282	#0C0C0C
283	#0B0B0B
284	#0A0A0A
285	#0A0A0A
286	#0A0A0A
287	#0A0A0A
288	#080808
289	#090909
290	#070707
291	#070707
292	#060606
293	#050505
294	#040404
295	#050505
296	#0A0A0A
297	#131313
298	#1A1A1A
299	#1E1E1E
300	#212121
301	#232323
302	#252525
303	#282828
304	#292929
305	#2C2C2C
306	#2F2F2F
307	#333333
308	#373737
309	#3C3C3C
310	#404040
311	#434343
312	#454545
313	#484848
314	#4B4B4B
315	#4E4E4E
316	#515151
317	#545454
318	#565656
319	#585858
320	#5C5C5C
321	#5C5C5C
322	#5E5E5E
323	#5F5F5F
324	#5D5D5D
325	#5A5A5A
326	#585858
327	#5B5B5B
328	#5E5E5E
329	#606060
330	#626262
331	#676767
332	#6F6F6F
333	#767676
334	#7B7B7B
335	#818181
336	#868686
337	#8A8A8A
338	#929292
339	#979797
340	#9B9B9B
341	#9E9E9E
342	#A0A0A0
343	#A2A2A2
344	#A2A2A2
345	#A4A4A4
346	#ADADAD
347	#B4B4B4
348	#B6B6B6
349	#BABABA
350	#BEBEBE
351	#C3C3C3
352	#C2C2C2
353	#B8B8B8
354	#ACACAC
355	#AEAEAE
356	#C3C3C3
357	#C8C8C8
358	#B8B8B8
359	#BEBEBE
360	#BEBEBE
361	#BEBEBE
362	#C0C0C0
363	#BEBEBE
364	#BBBBBB
365	#B9B9B9
366	#B3B3B3
367	#B0B0B0
368	#A7A7A7
369	#A3A3A3
370	#A3A3A3
371	#A0A0A0
372	#9D9D9D
373	#9A9A9A
374	#969696
375	#909090
376	#878787
377	#7F7F7F
378	#787878
379	#717171
380	#6A6A6A
381	#636363
382	#5E5E5E
383	#5A5A5A
384	#565656
385	#515151
386	#4C4C4C
387	#4D4D4D
388	#4E4E4E
389	#4C4C4C
390	#4A4A4A
391	#474747
392	#434343
393	#404040
394	#3D3D3D
395	#373737
396	#323232
397	#2B2B2B
398	#252525
399	#212121
400	#1F1F1F
401	#1A1A1A
402	#0F0F0F
403	#070707
404	#050505
405	#060606
406	#070707
407	#080808
408	#080808
409	#080808
410	#090909
411	#090909
412	#0A0A0A
413	#0A0A0A
414	#0A0A0A
415	#0A0A0A
416	#0A0A0A
417	#0A0A0A
418	#0B0B0B
419	#0B0B0B
420	#0A0A0A
421	#0D0D0D
422	#0C0C0C
423	#0A0A0A
424	#0A0A0A
425	#0B0B0B
426	#0A0A0A
427	#090909
428	#080808
429	#080808
430	#070707
431	#050505
432	#060606
433	#070707
434	#0D0D0D
435	#171717
436	#1F1F1F
437	#242424
438	#262626
439	#282828
440	#2A2A2A
441	#2C2C2C
442	#2F2F2F
443	#323232
444	#353535
445	#3A3A3A
446	#3F3F3F
447	#434343
448	#464646
449	#494949
450	#4D4D4D
451	#505050
452	#535353
453	#555555
454	#575757
455	#5A5A5A
456	#5C5C5C
457	#5E5E5E
458	#626262
459	#636363
460	#656565
461	#666666
462	#666666
463	#636363
464	#5F5F5F
465	#5E5E5E
466	#5F5F5F
467	#616161
468	#636363
469	#666666
470	#676767
471	#6A6A6A
472	#6F6F6F
473	#757575
474	#7C7C7C
475	#838383
476	#898989
477	#8F8F8F
478	#959595
479	#989898
480	#9C9C9C
481	#9E9E9E
482	#A1A1A1
483	#A2A2A2
484	#A5A5A5
485	#A9A9A9
486	#AFAFAF
487	#B3B3B3
488	#B8B8B8
489	#BCBCBC
490	#BBBBBB
491	#BDBDBD
492	#C2C2C2
493	#BBBBBB
494	#B6B6B6
495	#BDBDBD
496	#C3C3C3
497	#C2C2C2
498	#C1C1C1
499	#C6C6C6
500	#C8C8C8
501	#C2C2C2
502	#BFBFBF
503	#BABABA
504	#BCBCBC
505	#BBBBBB
506	#B5B5B5
507	#B1B1B1
508	#A9A9A9
509	#A4A4A4
510	#A3A3A3
511	#A1A1A1
512	#9E9E9E
513	#9C9C9C
514	#989898
515	#929292
516	#8A8A8A
517	#808080
518	#787878
519	#747474
520	#6F6F6F
521	#6A6A6A
522	#656565
523	#606060
524	#5D5D5D
525	#585858
526	#545454
527	#525252
528	#555555
529	#555555
530	#535353
531	#505050
532	#4D4D4D
533	#4B4B4B
534	#484848
535	#444444
536	#3F3F3F
537	#393939
538	#313131
539	#2B2B2B
540	#272727
541	#242424
542	#1F1F1F
543	#171717
544	#0C0C0C
545	#070707
546	#060606
547	#070707
548	#080808
549	#080808
550	#080808
551	#090909
552	#090909
553	#0A0A0A
554	#0A0A0A
555	#0A0A0A
556	#0A0A0A
557	#0A0A0A
558	#0A0A0A
559	#0A0A0A
560	#0A0A0A
561	#0C0C0C
562	#0B0B0B
563	#0B0B0B
564	#0A0A0A
565	#0B0B0B
566	#090909
567	#080808
568	#080808
569	#070707
570	#070707
571	#090909
572	#111111
573	#1C1C1C
574	#252525
575	#2B2B2B
576	#2E2E2E
577	#303030
578	#323232
579	#343434
580	#353535
581	#393939
582	#3E3E3E
583	#434343
584	#454545
585	#484848
586	#4C4C4C
587	#515151
588	#555555
589	#585858
590	#5B5B5B
591	#5E5E5E
592	#606060
593	#616161
594	#646464
595	#666666
596	#676767
597	#686868
598	#6B6B6B
599	#6C6C6C
600	#6E6E6E
601	#6E6E6E
602	#686868
603	#636363
604	#626262
605	#636363
606	#656565
607	#656565
608	#656565
609	#6B6B6B
610	#6D6D6D
611	#707070
612	#727272
613	#777777
614	#7E7E7E
615	#858585
616	#8C8C8C
617	#929292
618	#959595
619	#999999
620	#9D9D9D
621	#9F9F9F
622	#A1A1A1
623	#A2A2A2
624	#A7A7A7
625	#AAAAAA
626	#ABABAB
627	#ADADAD
628	#B5B5B5
629	#BABABA
630	#BBBBBB
631	#BCBCBC
632	#C1C1C1
633	#C1C1C1
634	#BBBBBB
635	#BDBDBD
636	#BDBDBD
637	#BDBDBD
638	#C0C0C0
639	#C7C7C7
640	#CACACA
641	#C3C3C3
642	#C0C0C0
643	#BABABA
644	#B8B8B8
645	#B8B8B8
646	#B1B1B1
647	#ACACAC
648	#A8A8A8
649	#A7A7A7
650	#A5A5A5
651	#A0A0A0
652	#9D9D9D
653	#9C9C9C
654	#999999
655	#949494
656	#8C8C8C
657	#818181
658	#777777
659	#747474
660	#6F6F6F
661	#6B6B6B
662	#6A6A6A
663	#686868
664	#626262
665	#5D5D5D
666	#5B5B5B
667	#585858
668	#585858
669	#5D5D5D
670	#5C5C5C
671	#595959
672	#565656
673	#545454
674	#525252
675	#4E4E4E
676	#484848
677	#454545
678	#404040
679	#3A3A3A
680	#333333
681	#2E2E2E
682	#2A2A2A
683	#262626
684	#1F1F1F
685	#151515
686	#0B0B0B
687	#070707
688	#060606
689	#070707
690	#070707
691	#080808
692	#090909
693	#090909
694	#090909
695	#0A0A0A
696	#0A0A0A
697	#0B0B0B
698	#0A0A0A
699	#0A0A0A
700	#0A0A0A
701	#0C0C0C
702	#0B0B0B
703	#0A0A0A
704	#0A0A0A
705	#090909
706	#090909
707	#070707
708	#060606
709	#0A0A0A
710	#121212
711	#1E1E1E
712	#282828
713	#313131
714	#363636
715	#3A3A3A
716	#3C3C3C
717	#3E3E3E
718	#404040
719	#424242
720	#434343
721	#484848
722	#4E4E4E
