group	fill
1	#ADADAD
2	#B7B7B7
3	#BBBBBB
4	#C4C4C4
5	#CFCFCF
6	#B9B9B9
7	#414141
8	#0D0D0D
9	#0C0C0C
10	#111111
11	#161616
12	#171717
13	#181818
14	#181818
15	#171717
16	#171717
17	#171717
18	#171717
19	#171717
20	#171717
21	#171717
22	#131313
23	#141414
24	#101010
25	#111111
26	#171717
27	#171717
28	#171717
29	#171717
30	#161616
31	#161616
32	#161616
33	#161616
34	#151515
35	#161616
36	#151515
37	#141414
38	#141414
39	#121212
40	#111111
41	#101010
42	#0F0F0F
43	#0D0D0D
44	#0B0B0B
45	#080808
46	#0D0D0D
47	#272727
48	#3C3C3C
49	#4A4A4A
50	#545454
51	#5A5A5A
52	#606060
53	#646464
54	#686868
55	#6B6B6B
56	#707070
57	#767676
58	#777777
59	#828282
60	#919191
61	#9E9E9E
62	#A2A2A2
63	#A3A3A3
64	#A2A2A2
65	#A4A4A4
66	#A8A8A8
67	#A8A8A8
68	#A3A3A3
69	#A3A3A3
70	#A6A6A6
71	#A6A6A6
72	#A6A6A6
73	#A4A4A4
74	#A0A0A0
75	#A1A1A1
76	#9C9C9C
77	#8E8E8E
78	#818181
79	#797979
80	#747474
81	#717171
82	#727272
83	#6C6C6C
84	#666666
85	#646464
86	#626262
87	#606060
88	#4F4F4F
89	#1B1B1B
90	#0A0A0A
91	#0E0E0E
92	#111111
93	#141414
94	#161616
95	#171717
96	#171717
97	#171717
98	#171717
99	#171717
100	#171717
101	#171717
102	#171717
103	#171717
104	#171717
105	#171717
106	#171717
107	#171717
108	#171717
109	#171717
110	#171717
111	#181818
112	#171717
113	#171717
114	#171717
115	#181818
116	#181818
117	#181818
118	#171717
119	#171717
120	#181818
121	#181818
122	#181818
123	#181818
124	#171717
125	#181818
126	#181818
127	#171717
128	#171717
129	#171717
130	#171717
131	#181818
132	#171717
133	#141414
134	#151515
135	#141414
136	#292929
137	#595959
138	#131313
139	#000000
140	#000000
141	#B7B7B7
142	#C1C1C1
143	#C7C7C7
144	#D0D0D0
145	#DCDCDC
146	#B8B8B8
147	#383838
148	#0C0C0C
149	#0C0C0C
150	#121212
151	#171717
152	#181818
153	#181818
154	#181818
155	#181818
156	#181818
157	#181818
158	#181818
159	#181818
160	#181818
161	#151515
162	#363636
163	#282828
164	#454545
165	#464646
166	#191919
167	#161616
168	#171717
169	#171717
170	#161616
171	#161616
172	#161616
173	#161616
174	#141414
175	#141414
176	#131313
177	#131313
178	#121212
179	#121212
180	#101010
181	#0F0F0F
182	#0E0E0E
183	#0C0C0C
184	#0B0B0B
185	#090909
186	#1A1A1A
187	#454545
188	#555555
189	#5E5E5E
190	#666666
191	#686868
192	#6C6C6C
193	#707070
194	#727272
195	#757575
196	#777777
197	#7D7D7D
198	#7F7F7F
199	#898989
200	#979797
201	#A6A6A6
202	#ACACAC
203	#AFAFAF
204	#ACACAC
205	#AEAEAE
206	#B1B1B1
207	#AFAFAF
208	#ACACAC
209	#ADADAD
210	#AFAFAF
211	#AFAFAF
212	#AEAEAE
213	#ADADAD
214	#ACACAC
215	#A7A7A7
216	#A1A1A1
217	#949494
218	#858585
219	#7C7C7C
220	#787878
221	#7A7A7A
222	#787878
223	#6F6F6F
224	#6D6D6D
225	#6C6C6C
226	#6A6A6A
227	#666666
228	#5F5F5F
229	#292929
230	#080808
231	#0D0D0D
232	#111111
233	#141414
234	#161616
235	#171717
236	#181818
237	#181818
238	#181818
239	#181818
240	#181818
241	#181818
242	#191919
243	#181818
244	#181818
245	#181818
246	#181818
247	#181818
248	#181818
249	#181818
250	#181818
251	#181818
252	#191919
253	#181818
254	#181818
255	#181818
256	#181818
257	#191919
258	#191919
259	#191919
260	#181818
261	#181818
262	#191919
263	#181818
264	#191919
265	#191919
266	#181818
267	#191919
268	#191919
269	#191919
270	#191919
271	#191919
272	#181818
273	#161616
274	#151515
275	#141414
276	#2E2E2E
277	#5E5E5E
278	#101010
279	#000000
280	#000000
281	#B5B5B5
282	#BFBFBF
283	#C5C5C5
284	#CECECE
285	#DBDBDB
286	#A8A8A8
287	#2C2C2C
288	#0A0A0A
289	#0C0C0C
290	#121212
291	#171717
292	#181818
293	#181818
294	#181818
295	#181818
296	#181818
297	#181818
298	#181818
299	#181818
300	#171717
301	#171717
302	#8B8B8B
303	#656565
304	#888888
305	#939393
306	#252525
307	#121212
308	#151515
309	#151515
310	#141414
311	#141414
312	#131313
313	#131313
314	#131313
315	#121212
316	#121212
317	#121212
318	#101010
319	#101010
