group	fill
1	#020202
2	#020202
3	#020202
4	#020202
5	#020202
6	#020202
7	#020202
8	#020202
9	#020202
10	#020202
11	#020202
12	#010101
13	#010101
14	#010101
15	#010101
16	#010101
17	#020202
18	#010101
19	#010101
20	#010101
21	#010101
22	#010101
23	#010101
24	#000000
25	#000000
26	#010101
27	#020202
28	#020202
29	#020202
30	#020202
31	#030303
32	#030303
33	#030303
34	#030303
35	#020202
36	#020202
37	#030303
38	#030303
39	#030303
40	#030303
41	#030303
42	#040404
43	#030303
44	#030303
45	#030303
46	#030303
47	#030303
48	#030303
49	#040404
50	#040404
51	#040404
52	#040404
53	#040404
54	#040404
55	#040404
56	#040404
57	#040404
58	#040404
59	#040404
60	#040404
61	#040404
62	#040404
63	#040404
64	#040404
65	#050505
66	#040404
67	#050505
68	#040404
69	#040404
70	#040404
71	#040404
72	#050505
73	#040404
74	#050505
75	#040404
76	#040404
77	#040404
78	#040404
79	#050505
80	#040404
81	#040404
82	#040404
83	#040404
84	#040404
85	#040404
86	#040404
87	#040404
88	#040404
89	#040404
90	#040404
91	#040404
92	#040404
93	#040404
94	#040404
95	#040404
96	#040404
97	#030303
98	#030303
99	#030303
100	#030303
101	#030303
102	#030303
103	#030303
104	#020202
105	#020202
106	#020202
107	#020202
108	#020202
109	#020202
110	#010101
111	#010101
112	#000000
113	#010101
114	#010101
115	#010101
116	#010101
117	#010101
118	#020202
119	#010101
120	#010101
121	#010101
122	#010101
123	#010101
124	#010101
125	#010101
126	#010101
127	#010101
128	#010101
129	#020202
130	#020202
131	#020202
132	#020202
133	#020202
134	#020202
135	#020202
136	#020202
137	#020202
138	#020202
139	#030303
140	#030303
141	#232323
142	#242424
143	#232323
144	#232323
145	#232323
146	#212121
147	#1F1F1F
148	#1F1F1F
149	#1E1E1E
150	#1E1E1E
151	#1A1A1A
152	#191919
153	#181818
154	#171717
155	#171717
156	#161616
157	#151515
158	#141414
159	#131313
160	#121212
161	#101010
162	#101010
163	#101010
164	#151515
165	#1E1E1E
166	#282828
167	#2F2F2F
168	#313131
169	#323232
170	#353535
171	#383838
172	#3A3A3A
173	#3A3A3A
174	#3D3D3D
175	#3F3F3F
176	#414141
177	#454545
178	#474747
179	#494949
180	#494949
181	#4A4A4A
182	#4C4C4C
183	#4C4C4C
184	#4C4C4C
185	#4E4E4E
186	#4E4E4E
187	#4F4F4F
188	#4F4F4F
189	#575757
190	#5F5F5F
191	#636363
192	#676767
193	#6A6A6A
194	#6C6C6C
195	#6E6E6E
196	#707070
197	#727272
198	#747474
199	#757575
200	#767676
201	#777777
202	#7A7A7A
203	#7C7C7C
204	#838383
205	#898989
206	#898989
207	#878787
208	#838383
209	#858585
210	#878787
211	#868686
212	#888888
213	#8A8A8A
214	#898989
215	#878787
216	#848484
217	#838383
218	#868686
219	#898989
220	#888888
221	#808080
222	#7A7A7A
223	#797979
224	#777777
225	#767676
226	#737373
227	#727272
228	#717171
229	#6F6F6F
230	#6C6C6C
231	#6A6A6A
232	#666666
233	#606060
234	#5B5B5B
235	#575757
236	#4D4D4D
237	#494949
238	#484848
239	#454545
240	#444444
241	#424242
242	#404040
243	#3D3D3D
244	#393939
245	#353535
246	#313131
247	#303030
248	#2C2C2C
249	#2A2A2A
250	#262626
251	#202020
252	#161616
253	#121212
254	#121212
255	#121212
256	#141414
257	#141414
258	#151515
259	#161616
260	#161616
261	#161616
262	#171717
263	#181818
264	#181818
265	#181818
266	#181818
267	#181818
268	#191919
269	#1A1A1A
270	#1A1A1A
271	#1A1A1A
272	#1A1A1A
273	#1B1B1B
274	#1C1C1C
275	#1B1B1B
276	#1A1A1A
277	#1C1C1C
278	#252525
279	#3E3E3E
280	#353535
281	#282828
282	#292929
283	#282828
284	#272727
285	#262626
286	#262626
287	#242424
288	#232323
289	#222222
290	#202020
291	#1C1C1C
292	#1B1B1B
293	#1A1A1A
294	#191919
295	#181818
296	#161616
297	#151515
298	#131313
299	#131313
300	#151515
301	#1A1A1A
302	#222222
303	#2C2C2C
304	#373737
305	#3F3F3F
306	#424242
307	#434343
308	#434343
309	#454545
310	#494949
311	#4D4D4D
312	#515151
313	#545454
314	#585858
315	#5B5B5B
316	#5E5E5E
317	#626262
318	#646464
319	#686868
320	#676767
321	#676767
322	#696969
323	#6A6A6A
324	#6A6A6A
325	#6B6B6B
326	#6C6C6C
327	#6B6B6B
328	#6C6C6C
329	#767676
330	#898989
331	#929292
332	#979797
333	#9D9D9D
334	#A2A2A2
