group	fill
1	#DA1508
2	#3E1B0A
3	#03240A
4	#0A2E0A
5	#0A3E0A
6	#0A530A
7	#0A710A
8	#039C0A
9	#3A8C0A
10	#BF0421
11	#8C0A4D
12	#5E0A7A
13	#3409AC
14	#0FA699
15	#099F03
16	#0A790A
17	#0A610A
18	#0A490A
19	#0A350A
20	#0A240A
21	#0A170A
22	#0A0B01
23	#0A0A71
24	#0A0AD6
25	#0A0AC1
26	#0A0AB5
27	#0A0AA6
28	#0A0A93
29	#0A0A7F
30	#0A0A71
31	#0A0A70
32	#06066C
33	#2E2E99
34	#2E2E9D
35	#424273
36	#585788
37	#131525
38	#083906
39	#098D02
40	#1A4977
41	#55038D
42	#A20241
43	#68620F
44	#019309
45	#0A560A
46	#042E0A
47	#8E0E0A
48	#9D090A
49	#750A0A
50	#6F0A0A
51	#700A0A
52	#700A0A
53	#700A0A
54	#700A0A
55	#700A0A
56	#6F0B0B
57	#8F0708
58	#60150A
59	#0C6015
60	#2CAB1F
61	#D33E4E
62	#9E3596
63	#5B36D9
64	#3FC358
65	#4DBB49
66	#5E9F5E
67	#638863
68	#697B69
69	#7D817D
70	#8E8D8E
71	#909090
72	#8F8F8F
73	#919191
74	#969696
75	#909090
76	#88888A
77	#87875F
78	#89894A
79	#86863F
80	#878737
81	#8E8E38
82	#8C8C34
83	#8F8F3B
84	#939348
85	#8D8D77
86	#7E8A81
87	#77AA77
88	#72D975
89	#6E2C52
90	#7E48A7
91	#A555D0
92	#DB4D8A
93	#7D2955
94	#2BBE3C
95	#33B632
96	#268A26
97	#196619
98	#094809
99	#0B400B
100	#0B3B0B
101	#0C390C
102	#0C3B0C
103	#0C3B0C
104	#0C3B0C
105	#0C3D0C
106	#0D3E0D
107	#0D3A0D
108	#0D370D
109	#0D330D
110	#0D340D
111	#0D350D
112	#0D380D
113	#0D3F0D
114	#0D4E0D
115	#0D630D
116	#09800D
117	#2ABA0C
118	#C17320
119	#84025A
120	#451AA3
121	#13B784
122	#0C7D04
123	#0D3F0D
124	#0D1604
125	#0E0D90
126	#0F0D91
127	#0D1904
128	#0D4A0D
129	#0C9706
130	#1D4E7A
131	#550692
132	#900550
133	#C8711C
134	#2BB80C
135	#09820D
136	#0D670D
137	#0D530D
138	#0D430D
139	#0D380D
140	#0D310D
141	#DA1509
142	#3F1C0B
143	#04250B
144	#0B2F0B
145	#0B3F0B
146	#0B540B
147	#0B720B
148	#049D0B
149	#3B8D0B
150	#C00522
151	#8D0B4E
152	#5F0B7B
153	#350AAD
154	#10A79A
155	#0AA004
156	#0B7A0B
157	#0B620B
158	#0B4A0B
159	#0B370B
160	#0B270B
161	#0B1A0B
162	#0B0D03
163	#0B0B62
164	#0B0BD4
165	#0B0BC6
166	#0B0BB9
167	#0B0BAC
168	#0B0B9A
169	#0B0B87
170	#0B0B77
171	#0A0A71
172	#050574
173	#747471
174	#7777A8
175	#747446
176	#919020
177	#25281C
178	#063B08
179	#0A9401
180	#1D4B71
181	#5A0489
182	#A40340
183	#69610F
184	#02920A
185	#0B570B
186	#052F0B
187	#910F0B
188	#A10A0B
189	#780B0B
190	#700B0B
191	#710B0B
192	#710B0B
193	#710B0B
194	#710B0B
195	#710B0B
196	#700C0C
197	#930809
198	#64180B
199	#0C6516
200	#2BAE1F
201	#CF3C4D
202	#A13A9D
203	#5A33DB
204	#3EBF57
205	#4CB949
206	#5D9D5D
207	#628662
208	#6A7B6A
209	#7C807C
210	#959595
211	#8F8F8F
212	#939393
213	#989898
214	#949494
215	#969696
216	#929294
217	#919169
218	#8D8D4E
219	#8A8A42
220	#8F8F40
221	#969640
222	#8E8E36
223	#8E8E3B
224	#939348
225	#908F7A
226	#7B877E
227	#70A470
228	#6DD570
229	#68404E
230	#773FA0
231	#9F4FC9
232	#D94B87
233	#731F51
234	#25B939
235	#2FB22E
236	#268826
237	#156215
238	#084808
239	#0B400B
240	#0C3C0C
241	#0D3A0D
242	#0D3C0D
243	#0D3C0D
244	#0D3C0D
245	#0D3E0D
246	#0D3E0D
247	#0D390D
248	#0D370D
249	#0D330D
250	#0E320E
251	#0E340E
252	#0E390E
253	#0E400E
254	#0E4E0E
255	#0E620E
256	#0A7F0E
257	#2BBA0D
258	#C4741F
259	#87035A
260	#481BA2
261	#16BA84
262	#0D8006
263	#0E420E
264	#0E1805
265	#0E0D92
266	#0F0E92
267	#0F1D06
268	#0F4D0F
269	#0C9706
270	#1F4F79
271	#590892
272	#920651
273	#C9731D
274	#2CB70D
275	#0A810E
276	#0E670E
277	#0E510E
278	#0E430E
279	#0E380E
